0.003742689,2.01E-04,1.08E-03,-0.010275979,-7.01E-06,1.78E-04,0.001349675,0.000145159,-1.08E-03,-6.09E-05,0
0.000200768,6.77E-03,5.55E-04,-0.007460467,-6.68E-05,3.13E-04,0.000413166,-0.00019988,3.13E-04,-0.002969706,0
0.001076448,5.55E-04,1.51E-02,-0.011899799,2.97123E-07,1.32E-04,3.32E-03,0.00206402,9.55E-04,-0.000376247,0
-0.010275979,-7.46E-03,-1.19E-02,0.176835491,-2.79E-04,-9.14E-05,-0.008836414,-0.005234363,-0.007402584,0.003654556,0
-7.01E-06,-6.68E-05,2.97E-07,-2.79E-04,1.63E-04,-3.82E-05,-1.55E-05,1.06E-05,2.90E-05,-5.85E-05,0
1.78E-04,3.13E-04,1.32E-04,-9.14E-05,-3.82E-05,3.51E-04,6.02E-05,3.05E-04,-1.72E-04,-3.89E-05,0
0.001349675,4.13E-04,3.32E-03,-0.008836414,-1.55E-05,6.02E-05,0.004939684,0.000620677,9.14E-04,-0.000109145,0
0.000145159,-2.00E-04,2.06E-03,-0.005234363,1.06E-05,3.05E-04,0.000620677,0.003039318,3.05E-04,0.000243218,0
-1.08E-03,3.13E-04,9.55E-04,-7.40E-03,2.90E-05,-1.72E-04,9.14E-04,3.05E-04,0.001761198,-1.89E-04,0
-6.09E-05,-2.97E-03,-3.76E-04,0.003654556,-5.85E-05,-3.89E-05,-0.000109145,0.000243218,-1.89E-04,0.001723458,0
0,0,0,0,0,0,0,0,0,0,0.00003
