0.004102264,2.90E-04,-1.18E-03,-0.01218638,-8.57E-06,1.25E-04,0.003098809,0.000130374,-7.88E-04,-6.65E-05,0,0,0,0,0
0.000289745,7.08E-03,-9.50E-04,-0.004698169,-6.99E-05,4.86E-04,-0.000721189,0.00390909,-3.79E-05,-0.003066921,0,0,0,0,0
-0.001184582,-9.50E-04,9.97E-03,0.012662594,-0.000101742,-1.58E-04,9.33E-05,0.000303264,-2.28E-04,0.000476614,0,0,0,0,0
-0.01218638,-4.70E-03,1.27E-02,0.137198106,2.57E-05,2.85E-04,-0.007369427,-0.00341544,-0.00463165,0.002112245,0,0,0,0,0
-8.57E-06,-6.99E-05,-1.02E-04,2.57E-05,1.30E-04,1.09E-05,-2.09E-05,7.48E-05,-4.12E-05,-2.12E-05,0,0,0,0,0
1.25E-04,4.86E-04,-1.58E-04,2.85E-04,1.09E-05,5.22E-04,-3.99E-04,5.76E-04,-2.78E-04,-1.25E-04,0,0,0,0,0
0.003098809,-7.21E-04,9.33E-05,-0.007369427,-2.09E-05,-3.99E-04,0.007589907,-0.000416459,-7.43E-05,0.000371441,0,0,0,0,0
0.000130374,3.91E-03,3.03E-04,-0.00341544,7.48E-05,5.76E-04,-0.000416459,0.007714774,-6.99E-05,-0.002060009,0,0,0,0,0
-7.88E-04,-3.79E-05,-2.28E-04,-4.63E-03,-4.12E-05,-2.78E-04,-7.43E-05,-6.99E-05,0.001407657,-6.83E-06,0,0,0,0,0
-6.65E-05,-3.07E-03,4.77E-04,0.002112245,-2.12E-05,-1.25E-04,0.000371441,-0.002060009,-6.83E-06,0.001746087,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.00003,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.00003,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.00003,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001
